,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
1030,76835,"M. Andersson, Måns Andersson",18,53,71,2026,76876,181,71,,CM,,240000,2000,,,32.0,49.0,54.0,57.0,43.0,,48.0,36.0,38.0,54.0,53.0,,69.0,66.0,51.0,51.0,66.0,,51.0,56.0,61.0,52.0,46.0,,57.0,52.0,50.0,53.0,43.0,35.0,,31.0,49.0,47.0,,15.0,13.0,6.0,14.0,6.0,,,,,,,,,1
1031,76851,"Yun Ki Wook, Ki-wook Yun윤기욱",17,50,67,2027,76892,190,90,,GK,,100000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1032,76859,"S. Kendall, Sheldon Kendall",16,51,69,2028,76900,175,70,,CF,,150000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1033,76867,"H. Synchuk, Hennadiy Hennadiyovych SynchukСинчук Геннадій Геннадійович",17,62,78,2028,76908,182,68,,CAM,,1000000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1034,76876,"A. Auzmendi, Agustín Auzmendi",27,67,67,2027,76917,181,81,,CF,,1100000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1035,76889,"M. Gravante, Madeline Gravante",24,59,63,2025,76930,173,66,,CB,,8000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1036,76892,"R. Caicedo, Royer Caicedo",18,60,80,2027,76933,187,82,,CB,,650000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1037,76923,"Z. Jano, Jánó Zétény",19,59,76,2027,76964,180,70,,CAM,,575000,6000,,,51.0,57.0,42.0,61.0,56.0,,60.0,59.0,46.0,57.0,62.0,,73.0,65.0,68.0,49.0,63.0,,55.0,52.0,52.0,54.0,56.0,,53.0,31.0,56.0,58.0,48.0,56.0,,37.0,40.0,38.0,,10.0,14.0,6.0,15.0,8.0,,,,,,,,,1
1038,76926,"M. Głogowski, Michal Głogowski",18,57,67,2028,76967,190,79,,CF,,350000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1039,76927,"E. Grzywacz, Eryk Artur Grzywacz",18,60,78,2026,76968,182,75,,CDM,,600000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1040,76929,"I. Seck, Ibrahima Seck",20,56,65,2028,76970,175,72,,RM,,325000,6000,,,52.0,48.0,38.0,54.0,42.0,,60.0,48.0,44.0,48.0,55.0,,76.0,72.0,68.0,44.0,60.0,,55.0,47.0,49.0,45.0,42.0,,35.0,20.0,50.0,50.0,48.0,49.0,,23.0,24.0,30.0,,11.0,14.0,12.0,15.0,15.0,,,,,,,,,1
1041,76931,"N. Stachowicz, Nikodem Stachowicz",18,54,68,2026,76972,175,71,,RM,,250000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1042,76939,"M. Nejad, Milad Nejad Haji Lor",19,57,66,2025,76980,182,77,,CAM,,350000,12000,,,55.0,55.0,50.0,63.0,51.0,,58.0,56.0,50.0,62.0,60.0,,64.0,61.0,64.0,55.0,61.0,,60.0,58.0,51.0,59.0,51.0,,50.0,37.0,55.0,60.0,48.0,57.0,,44.0,44.0,45.0,,5.0,8.0,11.0,12.0,9.0,,,,,,,,,0
1043,76949,"A. Ludwik, Austin Ludwik",27,59,60,2025,76990,183,75,,CB,,230000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1044,69916,"J. Elordi, Juan Manuel Elordi",29,69,69,2025,69957,176,70,,LB,,1200000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1045,69920,"J. Rivero, Juan Sebastián Rivero Pin",25,66,69,2024,69961,177,73,,LM,,1100000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1046,69922,"A. Alaniz, Agustín Nicolás Alaniz Sani",22,67,76,2027,69963,182,78,,CF,,2300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1047,69946,"R. Paula, Raul Carlos Vasko Caldaroska Paula",20,65,74,2026,69987,178,78,,CAM,,1600000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1048,69964,"A. Bermont, Anthony Bermont",19,68,76,2025,70005,176,63,,RM,,2000000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1049,69979,"M. Amougou, Mathis Amougou",18,66,81,2026,70020,177,65,,CDM,,2000000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1050,69984,"S. Bakayoko, Siaka Bakayoko",19,62,73,2027,70025,178,65,,CB,,725000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1051,2827,"M. Hamilton, Micah Philippe Jude Hamilton",20,64,79,2025,70035,177,74,63.0,RM,15.0,1400000,16000,€2.4M,284.0,,,,,,306.0,,,,,,355.0,,,,,,294.0,,,,,,230.0,,,,,,,90.0,,,,46.0,,,,,,1605.0,336.0,1.0,76.0,61.0,56.0,65.0,29.0,1
1052,70050,"D. Leskinen, Dana Leskinen",22,65,70,Unknown,70091,160,55,,RW,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1053,70053,"A. Lindelöv, Alex Lindelöv",19,54,68,2024,70094,183,77,,CM,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1054,70068,"J. Åberg, Joackim Åberg",25,63,68,2026,70109,185,78,,CDM,,450000,2000,,,42.0,45.0,59.0,69.0,42.0,,57.0,41.0,30.0,65.0,58.0,,52.0,54.0,52.0,60.0,56.0,,56.0,66.0,64.0,71.0,41.0,,64.0,59.0,60.0,57.0,40.0,58.0,,61.0,60.0,58.0,,7.0,12.0,9.0,15.0,10.0,,,,,,,,,0
1055,70071,"A. Torres, Adyn Torres",16,51,70,2028,70112,172,70,,RM,,150000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1056,70073,"A. Henriksson, Axel Henriksson",22,65,74,2026,70114,182,76,,CM,,1600000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1057,70114,"T. Habroune, Taha Habroune",18,56,76,2027,70155,182,76,,CAM,,400000,4000,,,43.0,54.0,45.0,59.0,44.0,,58.0,56.0,52.0,55.0,59.0,,65.0,61.0,70.0,50.0,64.0,,50.0,47.0,50.0,49.0,34.0,,45.0,54.0,56.0,51.0,58.0,54.0,,52.0,48.0,46.0,,11.0,10.0,9.0,9.0,13.0,,,,,,,,,1
1058,70124,"M. Sanabria, Mario Sebastián Sanabria",21,69,75,2025,70165,172,64,,CAM,,2200000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1059,70127,"M. Valenti, Matías Valenti",21,66,73,2025,70168,184,85,,CB,,1600000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1060,70129,"João Pedro, João Pedro Reginaldo",21,62,72,2025,70170,186,73,,CB,,850000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1061,70130,"A. Ledesma, Alan Ezequiel Ledesma",26,63,66,2024,70171,188,79,,CB,,550000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1062,70141,"L. Nesbeth, Leilanni Nesbeth",22,69,77,2026,70182,163,57,,CM,,20000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1063,70161,"M. Bangerter, Moritz Bangerter",19,55,66,2025,70202,192,82,,CDM,,250000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1064,70167,"J. Vila, Julio Demián Vila",28,64,64,2025,70208,183,77,,CB,,500000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1065,70181,"W. Frederick, Wayne Alix Frederick II",20,51,62,2026,70222,183,66,,CAM,,130000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1066,70184,"Ayman, Ayman Arguigue Safsafiأيمن الركيك صفصافي",19,60,72,2028,70225,182,71,,CF,,600000,5000,,,35.0,62.0,67.0,52.0,49.0,,61.0,34.0,29.0,45.0,60.0,,64.0,62.0,71.0,58.0,64.0,,60.0,66.0,61.0,57.0,52.0,,57.0,24.0,61.0,57.0,69.0,60.0,,30.0,29.0,23.0,,14.0,8.0,6.0,7.0,7.0,,,,,,,,,1
1067,2828,"L. Orford, Lewis Orford",18,59,78,2029,70230,182,70,59.0,CM,20.0,550000,25000,€1.2M,235.0,,,,,,270.0,,,,,,298.0,,,,,,268.0,,,,,,261.0,,,,,,,153.0,,,,53.0,,,,,,1538.0,329.0,1.0,61.0,43.0,58.0,57.0,50.0,1
1068,70210,"A. Mazza, Andrea Sergio Mazza",20,54,70,2027,70251,190,76,,GK,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1069,70224,"Aldaír Ferreira, Aldaír Caputa Ferreira",26,63,65,2025,70265,175,68,,CAM,,500000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1070,70240,"D. Mina, Diego Emerson Mina",18,56,66,2026,70281,184,77,,GK,,250000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1071,70254,"H. Karlsson, Hlynur Freyr Karlsson",20,64,76,2027,70295,174,73,,CB,,900000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1072,70257,"João Lameira, João Pedro Santos Lameira",25,63,66,2026,70298,178,74,,CDM,,575000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1073,70264,"J. Joseph, Jameese Joseph",22,68,73,2026,70305,170,63,,CF,,15000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1074,2829,"A. Boiro, Adama Boiro Boiro",22,70,80,2029,70344,183,76,64.0,LB,14.0,2600000,16000,€3.8M,261.0,,,,,,281.0,,,,,,321.0,,,,,,300.0,,,,,,258.0,,,,,,,182.0,,,,52.0,,,,,,1655.0,359.0,1.0,72.0,47.0,56.0,59.0,60.0,0
1075,70389,"B. Cabrera, Bruno Cabrera",21,60,70,2025,70430,177,75,,CF,,550000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1076,70395,"E. Kuhinja, Emir Kuhinja",22,61,71,2025,70436,186,79,,CF,,750000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1077,70397,"T. Parmo, Tomás Parmo",16,65,83,2026,70438,171,68,,RM,,1800000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1078,70399,"D. Tarzia, Diego Tarzia",21,61,72,2026,70440,174,68,,CF,,725000,7000,,,57.0,66.0,52.0,51.0,67.0,,65.0,64.0,46.0,46.0,61.0,,70.0,72.0,73.0,47.0,75.0,,73.0,63.0,53.0,61.0,71.0,,37.0,18.0,54.0,56.0,62.0,58.0,,20.0,20.0,25.0,,11.0,15.0,8.0,14.0,8.0,,,,,,,,,0
1079,70417,"L. Michal, Lucas Michal",19,62,80,2026,70458,172,61,,CAM,,1000000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1080,70432,"T. Pouilly, Tom Tony Pouilly",21,64,73,2025,70473,180,70,,RB,,1300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1081,70439,"A. Njie, Alieu Eybi Njie",19,64,76,2027,70480,177,70,,RM,,1400000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1082,70444,"B. Crompton, Ben Robert Crompton",20,55,66,2025,70485,188,83,,CB,,250000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1083,70490,"S. Cancho, Saulo José Cancho Zavala",20,56,68,2027,70531,172,66,,CB,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1084,70528,"M. Linday, Marcus Linday",21,65,74,2029,70569,179,72,,CM,,1600000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1085,70532,"A. O'Connor, Aidan O'Connor",21,51,60,2024,70573,190,90,,CB,,120000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1086,70535,"E. Pelgander, Emilia Pelgander",20,58,75,2025,70576,166,55,,CM,,15000,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1087,70537,"P. Marfo, Princess Marfo",20,67,74,2025,70578,165,58,,CAM,,20000,3000,,,66.0,67.0,62.0,68.0,59.0,,66.0,64.0,45.0,62.0,68.0,,68.0,70.0,67.0,66.0,76.0,,65.0,69.0,60.0,64.0,64.0,,62.0,46.0,68.0,64.0,55.0,55.0,,34.0,43.0,40.0,,5.0,9.0,10.0,10.0,9.0,,,,,,,,,1
1088,70541,"J. Petris, Jeremy Arnaud Petris",26,68,68,2026,70582,183,77,,RB,,1200000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1089,70542,"K. Massey, Kayza Massey",23,63,70,2027,70583,174,65,,GK,,10000,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1090,70544,"João Luiz, João Luiz Alves Soares",25,61,64,2025,70585,167,62,,CAM,,425000,6000,,,53.0,61.0,35.0,57.0,50.0,,71.0,46.0,41.0,40.0,67.0,,68.0,66.0,59.0,54.0,83.0,,66.0,34.0,46.0,30.0,46.0,,26.0,18.0,57.0,57.0,51.0,46.0,,25.0,23.0,27.0,,11.0,14.0,14.0,13.0,15.0,,,,,,,,,0
1091,70549,"A. Araujo, Andrusw Alberto Araujo Araque",21,64,71,2025,70590,183,81,,CDM,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1092,70554,"E. Castro, Edwin Robert José Castro Briceño",25,62,65,2027,70595,178,66,,CM,,525000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1093,70593,"Jung Jae Sang, Jae-sang Jeong정재상",20,52,64,2027,70634,187,84,,CF,,190000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1094,70597,"Han Seo Jin, Seo-jin Han한서진",19,47,59,2027,70638,178,69,,LM,,110000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1095,70609,"T. Fumagalli, Tommaso Fumagalli",24,72,78,2025,70650,185,78,,CF,,3700000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1096,70616,"R. Madambillath, Rashid Madambillath",22,48,55,2027,70657,170,65,,CDM,,90000,1000,,,41.0,41.0,40.0,52.0,32.0,,47.0,31.0,35.0,53.0,51.0,,53.0,53.0,50.0,52.0,59.0,,42.0,29.0,40.0,44.0,28.0,,57.0,50.0,25.0,56.0,43.0,42.0,,36.0,46.0,48.0,,15.0,13.0,8.0,14.0,6.0,,,,,,,,,1
1097,70620,"J. Sunny, Joseph Sunny",20,52,60,2027,70661,170,65,,CAM,,180000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1098,70642,"A. Gamarra, Pablo Ariel Gamarra González",21,64,74,2026,70683,175,68,,CB,,1200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1099,70653,"T. Claes, Thomas Claes",20,62,75,2028,70694,180,68,,CAM,,950000,11000,,,57.0,44.0,28.0,70.0,41.0,,65.0,68.0,63.0,69.0,71.0,,59.0,67.0,61.0,48.0,57.0,,62.0,47.0,60.0,61.0,61.0,,37.0,40.0,46.0,67.0,52.0,55.0,,29.0,42.0,38.0,,6.0,6.0,10.0,14.0,7.0,,,,,,,,,1
1100,70654,"H. Hinz, Heather Hinz",23,67,72,2024,70695,170,63,,GK,,15000,2000,,,13.0,9.0,13.0,18.0,8.0,,6.0,13.0,11.0,22.0,18.0,,44.0,41.0,32.0,65.0,55.0,,50.0,54.0,26.0,50.0,7.0,,24.0,13.0,4.0,41.0,12.0,24.0,,6.0,13.0,12.0,,66.0,65.0,66.0,65.0,69.0,,,,,,,,,0
1101,70658,"J. Cortazzo, Juan Cruz Cortazzo",18,61,75,2027,70699,186,79,,CB,,725000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1102,70659,"F. Petrasso, Francisco Petrasso",22,67,76,2028,70700,191,83,,CB,,1800000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1103,70682,"T. Meynadier, Tom Meynadier",24,64,68,2026,70723,176,68,,RB,,825000,4000,,,58.0,38.0,50.0,63.0,33.0,,56.0,63.0,38.0,54.0,58.0,,76.0,87.0,64.0,50.0,71.0,,57.0,67.0,80.0,60.0,42.0,,61.0,63.0,48.0,45.0,45.0,53.0,,58.0,58.0,56.0,,15.0,13.0,6.0,14.0,9.0,,,,,,,,,1
1104,70685,"A. Hadj-Moussa, Anis Hadj Moussaأنيس حاج موسى",22,70,80,2029,70726,172,68,,LM,,3600000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1105,70721,"Lee Gyu Min, Kyu-min Lee이규민",18,49,64,2027,70762,178,67,,CF,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1106,70724,"J. Ndiaye, Junior Ndiaye",19,61,75,2027,70765,182,75,,CF,,775000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1107,70735,"L. Ross, Logan Ross",20,52,64,2025,70776,188,77,,GK,,170000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1108,70742,"M. Bergman-Lundin, Marika Bergman-Lundin",24,67,71,2025,70783,165,60,,CAM,,15000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1109,2831,"J. King, Joshua David Steven King",17,65,83,2026,70786,173,66,61.0,CAM,25.0,1300000,21000,€1.8M,245.0,,,,,,284.0,,,,,,332.0,,,,,,262.0,,,,,,275.0,,,,,,,153.0,,,,47.0,,,,,,1598.0,339.0,1.0,66.0,48.0,56.0,62.0,50.0,1
1110,70797,"J. Lindberg, Julius Lindberg",25,69,70,2027,70838,182,71,,RM,,1200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1111,70807,"A. Stoian, Alexandru Constantin Stoian",16,54,72,2030,70848,183,68,,RM,,275000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1112,70808,"A. Luca, Alexandru Luca",20,56,66,2027,70849,181,72,,CAM,,325000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1113,70809,"R. Schewe, Ryan Schewe",22,52,62,2025,70850,193,88,,GK,,160000,2000,,,13.0,9.0,10.0,23.0,5.0,,11.0,11.0,13.0,24.0,10.0,,22.0,33.0,21.0,43.0,21.0,,43.0,51.0,26.0,66.0,8.0,,28.0,11.0,5.0,32.0,18.0,30.0,,7.0,13.0,12.0,,54.0,50.0,57.0,48.0,55.0,,,,,,,,,1
1114,70821,"V. Tsukanov, Viktor TsukanovЦуканов Віктор Михайлович",18,62,80,2028,70862,170,68,,CAM,,1000000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1115,70868,"K. Bos, Kasey Bos",20,54,67,2027,70909,180,73,,LM,,250000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1116,70877,"T. Miettinen, Tony Miettinen",21,61,72,2027,70918,184,74,,CB,,700000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1117,70894,"I. Jones, Isaiah Jones",18,53,75,2027,70935,175,74,,CAM,,190000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1118,70917,"T. Jyry, Tommi Jyry",24,64,68,2026,70958,170,65,,CM,,825000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1119,70921,"F. Bzdyl, Fabian Bzdyl",16,58,72,2026,70962,180,70,,CAM,,475000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1120,70922,"K. Lisman, Kornel Lisman",18,57,70,2025,70963,186,74,,CF,,375000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1121,70927,"K. Cybulski, Kamil Cybulski",18,59,75,2028,70968,174,63,,RM,,575000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1122,70934,"B. Yameogo, Bi Abdoul Kader Yameogo",19,60,74,2026,70975,183,77,,CB,,550000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1123,70957,"N. Zečević, Nikola ZečevićНикола Зечевић",20,60,74,2027,70998,192,78,,CB,,500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1124,70966,"Choi Jun Yeong, Jun-yeong Choi최준영",18,51,61,2027,71007,183,82,,CB,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1125,70968,"Bae Hyun Seo, Hyun-seo Bae배현서",19,49,63,2027,71009,172,66,,LB,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1126,70969,"Heo Dong Min, Dong-min Her허동민",20,49,62,2027,71010,182,74,,CB,,110000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1127,71006,"E. Palomar, Estefanía Palomar",21,62,70,Unknown,71047,178,60,,CAM,,0,0,,,52.0,65.0,41.0,72.0,51.0,,66.0,52.0,51.0,61.0,71.0,,65.0,62.0,61.0,45.0,67.0,,61.0,47.0,61.0,51.0,60.0,,42.0,42.0,61.0,51.0,41.0,62.0,,31.0,51.0,42.0,,15.0,11.0,10.0,7.0,7.0,,,,,,,,,0
1128,71018,"M. Johnsgård, Markus Johnsgård",25,60,62,2027,71059,178,75,,CAM,,300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1129,71020,"A. Bhan, Amandeep Vrish Bhan",19,50,61,2027,71061,173,70,,CB,,90000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1130,71032,"V. Samudio, Víctor Samudio Núñez",37,67,67,2024,71073,185,84,,GK,,110000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1131,71037,"K. Coronel, Kevin Agustín Coronel Alarcón",19,60,72,2027,71078,168,66,,RM,,550000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1132,71039,"C. Antley, William Conner Antley",29,56,56,2025,71080,185,78,,LB,,130000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1133,71040,"M. Dawran, Majed Mohammed Yazid Dawran",20,55,69,2027,71081,184,68,,RM,,300000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1134,71060,"A. Sarco, Alejo Sarco",18,64,81,2029,71101,179,76,,CF,,1500000,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1135,71065,"Yang Min Hyeok, Min-hyuk Yang양민혁",18,71,86,2025,71106,171,61,,RM,,4400000,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1136,71071,"R. Məmmədov, Rahil Məmmədov",28,62,62,2026,71112,191,79,,CB,,350000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1137,71086,"Jesin TK, Jesin TK Thonikkara",24,50,56,2025,71127,180,60,,RM,,70000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1138,71097,"V. Borden, Vincent Russell Borden",25,57,59,2025,71138,191,87,,CB,,180000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1139,71102,"L. Gaxha, Leonardo Gaxha",21,52,60,2025,71143,177,74,,CF,,180000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1140,71104,"C. Barrett, Cian Barrett",19,53,68,2024,71145,170,66,,RM,,220000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
